amenity,name,city,longitude,latitude,address
EMS (Emergency Medical Services),Grant County FD #8,Mattawa,-119.70578,46.73581,24062 Road J SW.
EMS (Emergency Medical Services),Grant County FD #10,Royal City,-119.62197,46.90104,336 Camelia St NW.
EMS (Emergency Medical Services),Grant County FD #10,Othello,-119.48521,46.9172,11710 1st Ave SE.
EMS (Emergency Medical Services),Grant County FD #10,Othello,-119.47233,46.94813,6612 SR 262 E.
EMS (Emergency Medical Services),Grant County FD #10,Othello,-119.389799,46.912412,Road 12 and Road E SE.
EMS (Emergency Medical Services),Grant County FD #12,Wilson Creek,-119.121285,47.422192,Corner of Railroad and 4th St
EMS (Emergency Medical Services),Grant County FD #13,Ephrata,-119.55589,47.30781,1227 Berschauer Industrial
EMS (Emergency Medical Services),Coulee City Fire Department,Coulee City,-119.29188,47.611,317 W. Main
EMS (Emergency Medical Services),Grand Coulee Ambulance,Grand Coulee,-119.00403,47.93974,205 Spokane Way
EMS (Emergency Medical Services),Moses Lake Fire Department,Moses Lake,-119.28527,47.12624,701 E. Third Ave
EMS (Emergency Medical Services),American Medical Response,Moses Lake,-119.27757,47.12928,116 W. 4th Ave
EMS (Emergency Medical Services),Ephrata Fire Department,Ephrata,-119.55162,47.31844,121 Alder St SW.
EMS (Emergency Medical Services),Rural Metro Fire Department,Moses Lake,-119.32245,47.1882,6997 Patton Blvd NE
EMS (Emergency Medical Services),Protection 1,Quincy,-119.86798,47.23095,908 10TH Ave SW
EMS (Emergency Medical Services),Grays Harbor FD #1,Oakville,-123.23384,46.83983,110 E. Main St
EMS (Emergency Medical Services),Grays Harbor FD #2,Aberdeen,-123.70315,46.97274,6317 Olympic Hwy
EMS (Emergency Medical Services),Grays Harbor FD #2,Montesano,-123.69318,47.07616,1393 Wynoochee Valley Rd
EMS (Emergency Medical Services),Grays Harbor FD #2,Montesano,-123.51429,46.99441,8 Fire Station Rd
EMS (Emergency Medical Services),Lake Quinault Volunteer Fire Department,Amanda Park,-123.89606,47.4593,6116 US Highway 101
EMS (Emergency Medical Services),Grays Harbor FD #5,Elma,-123.46203,47.00605,1003 Monte Elma Rd
EMS (Emergency Medical Services),Grays Harbor FD #5,Elma,-123.36498,47.03351,428 Stamper Rd
EMS (Emergency Medical Services),Grays Harbor FD #5,McCleary,-123.26535,47.05575,100 Simpson Ave
EMS (Emergency Medical Services),Grays Harbor FD #6,Hoquiam,-123.90765,47.00684,169 US Highway 101
EMS (Emergency Medical Services),Grays Harbor FD #7,Copailis Beach,-124.165484,47.114784,701 Copalis Beach Rd
EMS (Emergency Medical Services),Grays Harbor FD #7,Hoquiam,-124.07219,47.04256,258 Burrows Rd
EMS (Emergency Medical Services),Grays Harbor FD #7,Ocean City,-124.16583,47.07337,2656 State Route 109
EMS (Emergency Medical Services),Grays Harbor FD #8,Pacific Beach,-124.203662,47.218626,4576 SR 109
EMS (Emergency Medical Services),Grays Harbor FD #10,Aberdeen,-123.79177,47.04979,3707 Wishkah Rd
EMS (Emergency Medical Services),Grays Harbor FD #10,Aberdeen,-123.76914,47.11807,4660 Wishkah Rd
EMS (Emergency Medical Services),Grays Harbor FD #14,Aberdeen,-123.99366,46.89556,69 Johns River Rd
EMS (Emergency Medical Services),Grays Harbor/Pacific County FD #15,Cosmopolis,-123.71373,46.88897,15 Artic Rd
EMS (Emergency Medical Services),Grays Harbor/Pacific County FD #15,Cosmopolis,-123.5808,46.81774,1661 N. River Rd
EMS (Emergency Medical Services),Grays Harbor/Pacific County FD #15,Cosmopolis,-123.533,46.79404,2790 N. River Rd
EMS (Emergency Medical Services),Copalis Crossing Fire Department,Copailis Crossing,-124.07126,47.10866,1617 Ocean Beach Rd
EMS (Emergency Medical Services),Grays Harbor FD #17,Hoquiam,-123.95079,47.1948,20 Walker Rd
EMS (Emergency Medical Services),Aberdeen Fire Department,Aberdeen,-123.82681,46.97133,700 W. Market St
EMS (Emergency Medical Services),Aberdeen Fire Department,Aberdeen,-123.8011,46.97167,700 W. Curtis St
EMS (Emergency Medical Services),Cosmopolis Fire Department,Cosmopolis,-123.77062,46.95452,111 D St
EMS (Emergency Medical Services),City of Elma Fire Department,Elma,-123.40316,47.00497,112 N. 2nd St
EMS (Emergency Medical Services),Hoquiam Fire Department,Hoquiam,-123.88731,46.97497,628 8th St
EMS (Emergency Medical Services),Hoquiam Fire Department,Hoquiam,-123.8651,46.97368,517 Ontario St
EMS (Emergency Medical Services),Montesano Fire Department,Montesano,-123.59811,46.97966,310 E. Pioneer Ave
EMS (Emergency Medical Services),Ocean Shores Fire Department,Ocean Shores,-124.16097,47.00199,585 Pt Brown Ave NW.
EMS (Emergency Medical Services),Westport Fire Department,Westport,-124.10501,46.88953,170 W. Spokane Ave
EMS (Emergency Medical Services),Quinault Indian Nation,Taholah,-124.29414,47.34678,137 Cuitan St
EMS (Emergency Medical Services),South Beach Fire and EMS,Westport,-124.10501,46.88953,170 W. Spokane Ave
EMS (Emergency Medical Services),City of McCleary,McCleary,-123.2646,47.0553,100 S. 3rd St
EMS (Emergency Medical Services),Camano Island Fire and Rescue,Camano Island,-122.52702,48.17474,985 Orchid Ln
EMS (Emergency Medical Services),Camano Island Fire and Rescue,Camano Island,-122.52263,48.22086,273 NW. Camano
EMS (Emergency Medical Services),Camano Island Fire and Rescue,Camano Island,-122.47808,48.16277,1326 Elger Bay Rd
EMS (Emergency Medical Services),Camano Island Fire and Rescue,Camano Island,-122.45534,48.24325,525 E. North Camano
EMS (Emergency Medical Services),Camano Island Fire and Rescue,Camano Island,-122.40967,48.0936,3651 South Camano
EMS (Emergency Medical Services),North Widbey Fire and Rescue,Oak Harbor,-122.64271,48.30451,770 NE Midway Blvd Ste 201
EMS (Emergency Medical Services),South Whidbey Fire/EMS,Freeland,-122.54115,48.00935,5535 Cameron Rd
EMS (Emergency Medical Services),South Whidbey Fire/EMS,Langley,-122.40166,48.03189,844 Camano Ave
EMS (Emergency Medical Services),South Whidbey Fire/EMS,Clinton,-122.35633,47.97737,6435 Central Ave
EMS (Emergency Medical Services),Island County FD #5,Coupeville,-122.68592,48.21436,109 N. Main St
EMS (Emergency Medical Services),Island County FD #5,Coupeville,-122.60365,48.17315,1164 Race Rd
EMS (Emergency Medical Services),Island County FD #5,Greenbank,-122.58082,48.09244,3253 Day Rd
EMS (Emergency Medical Services),Oak Harbor Fire Department,Oak Harbor,-122.64761,48.29811,855 E. Whidbey
EMS (Emergency Medical Services),Whidbey General Hospital EMS,Coupeville,-122.6842,48.21396,101 N. Main St
EMS (Emergency Medical Services),Whidbey General Hospital EMS,Oak Harbor,-122.67369,48.30836,2720 N. Heller Rd
EMS (Emergency Medical Services),Whidbey General Hospital EMS,Oak Harbor,-122.64847,48.30389,760 7th Ave NE.
EMS (Emergency Medical Services),Whidbey General Hospital EMS,Coupeville,-122.60365,48.17315,1164 Race Rd
EMS (Emergency Medical Services),Whidbey General Hospital EMS,Langley,-122.4611,48.00265,5737 Bayview Rd
EMS (Emergency Medical Services),Jefferson County FD #1,Port Townsend,-122.828759,48.102619,35 Critter Ln
EMS (Emergency Medical Services),Jefferson County FD #1,Port Townsend,-122.806241,48.05708,50 Airport Rd
EMS (Emergency Medical Services),Jefferson County FD #1,Chimacum,-122.77062,48.01135,9193 Rhody Dr
EMS (Emergency Medical Services),Jefferson County FD #1,Port Townsend,-122.76426,48.11618,701 Harrison St
EMS (Emergency Medical Services),Jefferson County FD #1,Nordland,-122.69149,48.04355,6693 Flagler Rd
EMS (Emergency Medical Services),Jefferson County FD #1,Port Townsend,-122.86828,48.0906,3850 Cape George Rd
EMS (Emergency Medical Services),Quilcene Fire Rescue,Quilcene,-122.87747,47.82353,70 Herbert St
EMS (Emergency Medical Services),Port Ludlow Fire and Rescue,Port Ludlow,-122.69451,47.87247,101 South Point Rd
EMS (Emergency Medical Services),Port Ludlow Fire and Rescue,Port Ludlow,-122.68641,47.93914,7650 Oak Bay Rd
EMS (Emergency Medical Services),Port Ludlow Fire and Rescue,Port Ludlow,-122.64956,47.8995,121 West Alder St
EMS (Emergency Medical Services),Brinnon Fire Department,Brinnon,-122.90354,47.69404,272 Schoolhouse Rd
EMS (Emergency Medical Services),Discovery Bay Volunteer Fire and Rescue,Port Townsend,-122.88411,47.98239,12 Bentley Pl
EMS (Emergency Medical Services),King County FD #2,Burien,-122.34398,47.46746,15100 8th Ave SW.
EMS (Emergency Medical Services),King County FD #2,Burien,-122.33277,47.44183,135 S. Normandy Rd
EMS (Emergency Medical Services),King County FD #2,Burien,-122.31247,47.48881,1606 S. 128th St
EMS (Emergency Medical Services),Shoreline Fire Department,Shoreline,-122.35023,47.76283,719 N. 185th St
EMS (Emergency Medical Services),Shoreline Fire Department,Shoreline,-122.346092,47.756272,17525 Aurora Ave N.
EMS (Emergency Medical Services),Shoreline Fire Department,Shoreline,-122.32784,47.7409,145 NE. 155th St
EMS (Emergency Medical Services),Shoreline Fire Department,Shoreline,-122.31437,47.75961,1410 NE. 180th St
EMS (Emergency Medical Services),Shoreline Fire Department,Lake Forest Park,-122.28159,47.75267,17020 Brookside Blvd NE.
EMS (Emergency Medical Services),Shoreline Fire Department,Bothell,-122.19721,47.7623,10726 Beardslee Blvd
EMS (Emergency Medical Services),Eastside Fire and Rescue,Renton,-122.06707,47.46542,20505 SE 152nd St
EMS (Emergency Medical Services),Eastside Fire and Rescue,Issaquah,-122.06327,47.48232,20700 SE May Valley Rd
EMS (Emergency Medical Services),Eastside Fire and Rescue,Issaquah,-122.06139,47.5427,1575 NW Maple St
EMS (Emergency Medical Services),Eastside Fire and Rescue,Sammamish,-122.0565,47.59111,2030 212th Ave SE
EMS (Emergency Medical Services),Eastside Fire and Rescue,Issaquah,-122.04382,47.53222,175 Newport Way NW
EMS (Emergency Medical Services),Eastside Fire and Rescue,Sammamish,-122.03593,47.62613,1851 228th Ave NE
EMS (Emergency Medical Services),Eastside Fire and Rescue,Issaquah,-122.03316,47.53032,190 East Sunset Way
EMS (Emergency Medical Services),Eastside Fire and Rescue,Sammamish,-122.02774,47.57836,3425 Issaquah Pine Lake Rd
EMS (Emergency Medical Services),Eastside Fire and Rescue,Issaquah,-122.01346,47.54496,1280 NE Park Dr
EMS (Emergency Medical Services),Eastside Fire and Rescue,Issaquah,-121.9842,47.46587,15132 Tiger Mountain Rd SE
EMS (Emergency Medical Services),Eastside Fire and Rescue,Issaquah,-121.92863,47.52319,8641 Preston-Fall City Rd
EMS (Emergency Medical Services),Eastside Fire and Rescue,Carnation,-121.91507,47.64121,3600 Tolt Ave
EMS (Emergency Medical Services),Eastside Fire and Rescue,Carnation,-121.8702,47.69205,10644 E Lake Joy Dr NE
EMS (Emergency Medical Services),Eastside Fire and Rescue,North Bend,-121.77402,47.48816,500 Maloney Grove Ave SE
EMS (Emergency Medical Services),Eastside Fire and Rescue,North Bend,-121.76388,47.44496,43204 SE 172nd St
EMS (Emergency Medical Services),North Highline Fire District,Seattle,-122.35171,47.50262,1243 SW 112th St
EMS (Emergency Medical Services),North Highline Fire District,Burien,-122.31247,47.48881,1606 S. 128th St
EMS (Emergency Medical Services),Vashon Island Fire and Rescue,Vashon,-122.46693,47.38931,10330 SW Burton Dr
EMS (Emergency Medical Services),Vashon Island Fire and Rescue,Vashon,-122.46284,47.44787,10020 SW Bank Rd
EMS (Emergency Medical Services),Northshore Fire Department,Kenmore,-122.24423,47.7595,7220 NE 181st St
EMS (Emergency Medical Services),King County FD #20,Seattle,-122.23861,47.49132,12417 76th Ave S
EMS (Emergency Medical Services),King County FD #20,Seattle,-122.22789,47.49837,11619 84th Ave S
EMS (Emergency Medical Services),King County FD #27,Fall City,-121.89502,47.56812,4301 334th Pl SE
EMS (Emergency Medical Services),Woodinville Fire and Rescue,Shoreline,-122.31437,47.75961,1410 NE 180th St
EMS (Emergency Medical Services),Woodinville Fire and Rescue,Woodinville,-122.16196,47.76836,19401 NE 133rd St
EMS (Emergency Medical Services),Woodinville Fire and Rescue,Woodinville,-122.15895,47.75672,17718 Woodiniville Snohomish Rd NE
EMS (Emergency Medical Services),Woodinville Fire and Rescue,Woodinville,-122.0803,47.75791,17825 Avondale Rd NE
EMS (Emergency Medical Services),King County FD #39,Federal Way,-122.36029,47.30205,33414 21st Ave SW
EMS (Emergency Medical Services),King County FD #39,Federal Way,-122.3355,47.31842,31617 1st Ave S
EMS (Emergency Medical Services),King County FD #39,Des Moines,-122.32919,47.40138,22307 Dock Ave S
EMS (Emergency Medical Services),King County FD #39,Des Moines,-122.31415,47.35927,27010 15th Ave S
EMS (Emergency Medical Services),King County FD #39,Des Moines,-122.30314,47.40238,2238 S 223rd St
EMS (Emergency Medical Services),King County FD #39,Auburn,-122.287,47.31553,3700 S 320th St
EMS (Emergency Medical Services),King County FD #39,Auburn,-122.27123,47.33518,4966 S 298th St
EMS (Emergency Medical Services),Maple Valley Fire and Life Safety,Renton,-122.08257,47.45024,16855 194th Ave SE
EMS (Emergency Medical Services),Maple Valley Fire and Life Safety,Maple Valley,-122.05323,47.35636,27250 216th Ave SE
EMS (Emergency Medical Services),Maple Valley Fire and Life Safety,Maple Valley,-122.04432,47.39412,22225 SE 231st St
EMS (Emergency Medical Services),Maple Valley Fire and Life Safety,Maple Valley,-122.02215,47.36448,23775 SE 264th St
EMS (Emergency Medical Services),Maple Valley Fire and Life Safety,Ravensdale,-121.97521,47.3575,27519 Kent Kangley Rd
EMS (Emergency Medical Services),Maple Valley Fire and Life Safety,Maple Valley,-121.97292,47.41568,27605 SE 208th St
EMS (Emergency Medical Services),Mountain View Fire and Rescue,Auburn,-122.14382,47.31176,32316 148th Ave SE
EMS (Emergency Medical Services),Mountain View Fire and Rescue,Auburn,-122.10161,47.31694,31709 Kent Black Diamond Rd
EMS (Emergency Medical Services),Mountain View Fire and Rescue,Kent,-122.09375,47.34196,18610 Covington Sawyer Rd
EMS (Emergency Medical Services),Mountain View Fire and Rescue,Auburn,-122.05935,47.28886,34920 212th Ave SE
EMS (Emergency Medical Services),Mountain View Fire and Rescue,Black Diamond,-122.04857,47.33644,22015 SE 296th St
EMS (Emergency Medical Services),Mountain View Fire and Rescue,Enumclaw,-122.01555,47.24851,39404 244th Ave SE
EMS (Emergency Medical Services),Mountain View Fire and Rescue,Black Diamond,-122.00458,47.3091,25313 Baker St
EMS (Emergency Medical Services),King County FD #45,Duvall,-121.98454,47.74123,15600 1st Ave NE
EMS (Emergency Medical Services),King County FD #45,Duvall,-121.94811,47.71638,29229 NE Big Rock Rd
EMS (Emergency Medical Services),King County FD #45,Duvall,-121.91297,47.75549,18005 Mountain View Rd NE
EMS (Emergency Medical Services),Skykomish Fire Department,Baring,-121.4788,47.7661,64110 Index Creek Rd
EMS (Emergency Medical Services),Skykomish Fire Department,Skykomish,-121.36125,47.70788,107 W Cascade Hwy
EMS (Emergency Medical Services),Skykomish Fire Department,Skykomish,-121.36107,47.70785,105 W Old Cascade Hwy
EMS (Emergency Medical Services),Snoqualmie Pass Fire and Rescue,Snoqualmie Pass,-121.41267,47.41817,1211 State Route 906
EMS (Emergency Medical Services),King County International Airport,Tukwila,-122.3044,47.52931,8190 E Marginal Way S
EMS (Emergency Medical Services),Bellevue Fire Department,Clyde Hill,-122.21158,47.6317,9621 NE 24th St
EMS (Emergency Medical Services),Bellevue Fire Department,Bellevue,-122.20078,47.60304,766 Bellevue Way SE
EMS (Emergency Medical Services),Bellevue Fire Department,Bellevue,-122.18583,47.6205,1035 116th Ave NE
EMS (Emergency Medical Services),Bellevue Fire Department,Bellevue,-122.18555,47.63186,1838 116th Ave NE
EMS (Emergency Medical Services),Bellevue Fire Department,Bellevue,-122.18053,47.60318,11900 SE 8th St
EMS (Emergency Medical Services),Bellevue Fire Department,Bellevue,-122.1755,47.54111,12412 Newcastle Way
EMS (Emergency Medical Services),Bellevue Fire Department,Bellevue,-122.16876,47.57023,4216 Factoria Blvd SE
EMS (Emergency Medical Services),Bellevue Fire Department,Bellevue,-122.16371,47.62613,1850 132nd Ave NE
EMS (Emergency Medical Services),Bellevue Fire Department,Bellevue,-122.14217,47.58507,2802 148th Ave SE
EMS (Emergency Medical Services),Bellevue Fire Department,Bellevue,-122.12639,47.552,5701 Lakemont Blvd SE
EMS (Emergency Medical Services),Bellevue Fire Department,Bellevue,-122.12541,47.6174,16100 NE 8th St
EMS (Emergency Medical Services),Bellevue Fire Department,Issaquah,-122.01346,47.54496,1280 NE Park Dr
EMS (Emergency Medical Services),Bellevue Fire Department,Bend,-121.77402,47.48816,500 Maloney Grove Ave SE
EMS (Emergency Medical Services),Bothell Fire and EMS,Bothell,-122.23664,47.78923,330 228th St SW
EMS (Emergency Medical Services),Bothell Fire and EMS,Bothell,-122.21158,47.80037,1608 217th Pl SE
EMS (Emergency Medical Services),Bothell Fire and EMS,Bothell,-122.19721,47.7623,10726 Beardslee Blvd
EMS (Emergency Medical Services),Enumclaw Fire Department,Enumclaw,-122.0592,47.21166,43407 212th Ave SE
EMS (Emergency Medical Services),Enumclaw Fire Department,Enumclaw,-121.99257,47.20241,1330 Wells St
EMS (Emergency Medical Services),Enumclaw Fire Department,Enumclaw,-121.92755,47.283,35421 Veaz-Cumberland Rd SE
EMS (Emergency Medical Services),Kent Fire Department (Regional Fire Authority),Seatac,-122.29505,47.42239,2929 S 200th St
EMS (Emergency Medical Services),Kent Fire Department (Regional Fire Authority),Kent,-122.29124,47.36363,26512 Military Rd S
EMS (Emergency Medical Services),Kent Fire Department (Regional Fire Authority),Seatac,-122.29108,47.4667,3215 S 152nd St
EMS (Emergency Medical Services),Kent Fire Department (Regional Fire Authority),Seatac,-122.28666,47.45096,3521 S 170th St
EMS (Emergency Medical Services),Kent Fire Department (Regional Fire Authority),Kent,-122.24352,47.4174,20676 72nd Ave S
EMS (Emergency Medical Services),Kent Fire Department (Regional Fire Authority),Kent,-122.23775,47.37624,504 W Crow St
EMS (Emergency Medical Services),Kent Fire Department (Regional Fire Authority),Kent,-122.18743,47.38132,24611 116th Ave SE
EMS (Emergency Medical Services),Kent Fire Department (Regional Fire Authority),Kent,-122.16544,47.41564,20717 132nd Ave SE
EMS (Emergency Medical Services),Kent Fire Department (Regional Fire Authority),Kent,-122.15432,47.37178,25620 140th AveSE
EMS (Emergency Medical Services),Kent Fire Department (Regional Fire Authority),Kent,-122.13236,47.35746,15635 SE 272nd St
EMS (Emergency Medical Services),Kent Fire Department (Regional Fire Authority),Covington,-122.10319,47.37328,17820 SE 256th St
EMS (Emergency Medical Services),Kirkland Fire Department,Kirkland,-122.23861,47.70882,12033 76th Pl NE
EMS (Emergency Medical Services),Kirkland Fire Department,Kirkland,-122.22876,47.72731,8411 NE 141st St
EMS (Emergency Medical Services),Kirkland Fire Department,Kirkland,-122.20927,47.69545,9816 Forbes Creek Dr
EMS (Emergency Medical Services),Kirkland Fire Department,Kirkland,-122.19563,47.66534,6602 108th Ave NE
EMS (Emergency Medical Services),Kirkland Fire Department,Kirkland,-122.19145,47.71889,11210 NE 132nd St
EMS (Emergency Medical Services),Kirkland Fire Department,Kirkland,-122.17509,47.68918,9930 124th Ave NE
EMS (Emergency Medical Services),Mercer Island Fire Department,Mercer Island,-122.23292,47.58274,3030 78th Ave SE
EMS (Emergency Medical Services),Mercer Island Fire Department,Mercer Island,-122.22393,47.54177,8473 SE 68th St
EMS (Emergency Medical Services),Redmond Fire Department,Redmond,-122.1432,47.64652,4211 148th Ave NE
EMS (Emergency Medical Services),Redmond Fire Department,Redmond,-122.12492,47.67808,8450 161st Ave NE
EMS (Emergency Medical Services),Redmond Fire Department,Redmond,-122.11404,47.70351,16917 NE 116th St
EMS (Emergency Medical Services),Redmond Fire Department,Redmond,-122.0932,47.66447,6502 185th Ave NE
EMS (Emergency Medical Services),Redmond Fire Department,Woodinville,-122.079959,47.75827,17825 Avondale Pl NE
EMS (Emergency Medical Services),Redmond Fire Department,Redmond,-122.0635,47.6801,8701 208th Ave NE
EMS (Emergency Medical Services),Redmond Fire Department,Redmond,-122.03692,47.69212,22710 NE Alder Crest Dr
EMS (Emergency Medical Services),Redmond Fire Department,Redmond,-121.98738,47.65203,5021 264th Ave NE
EMS (Emergency Medical Services),Redmond Fire Department,Kirkland,-122.1787,47.7158,12040 NE 128 St
EMS (Emergency Medical Services),Renton Fire and EMS,Renton,-122.22317,47.46267,1900 Lind Ave SW
EMS (Emergency Medical Services),Renton Fire and EMS,Renton,-122.20335,47.48078,211 Mill Ave S
EMS (Emergency Medical Services),Renton Fire and EMS,Renton,-122.17916,47.5035,1209 Kirkland Ave NE
EMS (Emergency Medical Services),Renton Fire and EMS,Renton,-122.1329,47.48666,12923 156th Ave SE
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.37734,47.66836,1521 NW Market St
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.37629,47.53349,7700 35th Ave SW
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.34442,47.61601,2320 4th Ave
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.34113,47.70483,1319 N Northgate Way
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.33195,47.59986,301 2nd Ave S
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.32854,47.60116,400 S Washington St
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.32853,47.57459,3224 4th Ave S
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.31665,47.66514,1050 NE 50th St
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.31516,47.61551,1300 East Pine St
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.29738,47.72131,2806 NE 127th St
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.29448,47.57574,2931 Mt. Baker Blvd S
EMS (Emergency Medical Services),Seattle Fire Department,Seattle,-122.27653,47.54847,5968 Rainier Ave S
EMS (Emergency Medical Services),Snoqualmie Fire Department,Snoqualmie,-121.83943,47.53522,37600 SE Snoqualmie Pkwy
EMS (Emergency Medical Services),Tukwila Fire Department,Tukwila,-122.2809,47.50061,4204 S 115th St
EMS (Emergency Medical Services),Tukwila Fire Department,Tukwila,-122.27927,47.47364,4237 S 144th St
EMS (Emergency Medical Services),Tukwila Fire Department,Tukwila,-122.25952,47.47162,5900 S 147th St
EMS (Emergency Medical Services),Tukwila Fire Department,Tukwila,-122.25005,47.45177,444 Andover Pk E
EMS (Emergency Medical Services),King County Medic One,Kent,-122.22876,47.41425,20811 84TH Ave S
EMS (Emergency Medical Services),American Medical Response,Tukwila,-122.27448,47.48665,13075 Gateway Dr S
EMS (Emergency Medical Services),Boeing Fire Department,Seattle,-122.31213,47.5328,7755 E Marginal Way S
EMS (Emergency Medical Services),Tri Med Ambulance,Kent,-122.22795,47.43334,18821 E Valley Hwy
EMS (Emergency Medical Services),Valley Regional Fire Authority,Auburn,-122.22549,47.31774,1101 D St NE
EMS (Emergency Medical Services),Falck Northwest,Kirkland,-122.16961,47.71311,12522 128th Ln NE
EMS (Emergency Medical Services),Central Kitsap Fire and Rescue,Seabeck,-122.83204,47.63741,15543 Seabeck Hwy NW
EMS (Emergency Medical Services),Central Kitsap Fire and Rescue,Bremerton,-122.76204,47.62176,6470 Seabeck Hwy NW
EMS (Emergency Medical Services),Central Kitsap Fire and Rescue,Bremerton,-122.70995,47.60022,4065 Chico Way
EMS (Emergency Medical Services),Central Kitsap Fire and Rescue,Silverdale,-122.68499,47.66286,10955 Silverdale Way
EMS (Emergency Medical Services),Central Kitsap Fire and Rescue,Poulsbo,-122.65748,47.68999,14061 Central Valley Rd NE
EMS (Emergency Medical Services),Central Kitsap Fire and Rescue,Bremerton,-122.63687,47.63282,7600 Old Military Rd NE
EMS (Emergency Medical Services),Central Kitsap Fire and Rescue,Bremerton,-122.6093,47.59716,3725 Trenton Ave NE
EMS (Emergency Medical Services),Bainbridge Island Fire Department,Bainbridge Island,-122.54278,47.62234,7934 NE Bucklin Hill Rd
EMS (Emergency Medical Services),Bainbridge Island Fire Department,Bainbridge Island,-122.54001,47.68126,12985 Phelps Rd NE
EMS (Emergency Medical Services),Bainbridge Island Fire Department,Bainbridge Island,-122.52144,47.64399,8895 Madison Ave NE
EMS (Emergency Medical Services),South Kitsap Fire and Rescue,Bremerton,-122.76782,47.49339,4045 State Hwy 3
EMS (Emergency Medical Services),South Kitsap Fire and Rescue,Port Orchard,-122.64587,47.52494,200 Tremont St
EMS (Emergency Medical Services),South Kitsap Fire and Rescue,Port Orchard,-122.63199,47.49169,6258 Bethel Rd SE
EMS (Emergency Medical Services),South Kitsap Fire and Rescue,Port Orchard,-122.63031,47.43435,12685 Bethel/Burley Rd SE
EMS (Emergency Medical Services),South Kitsap Fire and Rescue,Port Orchard,-122.59959,47.53119,1974 Fircrest Dr SE
EMS (Emergency Medical Services),South Kitsap Fire and Rescue,Port Orchard,-122.55377,47.53432,7433 SE Mile Hill Dr
EMS (Emergency Medical Services),North Kitsap Fire and Rescue,Kingston,-122.54013,47.80449,26642 Miller Bay Rd NE
EMS (Emergency Medical Services),Bremerton Fire Department,Bremerton,-122.68256,47.56915,5005 Kitsap Way
EMS (Emergency Medical Services),Bremerton Fire Department,Bremerton,-122.63048,47.56962,911 Park Ave
EMS (Emergency Medical Services),Bremerton Fire Department,Bremerton,-122.61915,47.59143,3031 Olympus Dr
EMS (Emergency Medical Services),Poulsbo Fire Department,Poulsbo,-122.63796,47.74047,911 NE Liberty Rd
EMS (Emergency Medical Services),Navy Region Northwest Fire and EMS,Silverdale,-122.72756,47.7229,7600 Sturgeon St
EMS (Emergency Medical Services),Navy Region Northwest Fire and EMS,Silverdale,-122.70837,47.699,1300 Silversides Rd
EMS (Emergency Medical Services),Navy Region Northwest Fire and EMS,Bremerton,-122.69268,47.58608,83 Olding Rd
EMS (Emergency Medical Services),Navy Region Northwest Fire and EMS,Bremerton,-122.64654,47.56676,503 Naval Ave
EMS (Emergency Medical Services),Navy Region Northwest Fire and EMS,Bremerton,-122.64628,47.56165,503 Dewey St
EMS (Emergency Medical Services),Navy Region Northwest Fire and EMS,Bremerton,-122.6393,47.56027,435 Farragut Ave
EMS (Emergency Medical Services),Bainbridge Island Ambulance,Bainbridge Island,-122.5164,47.62935,600 Ericksen Ave NE
EMS (Emergency Medical Services),Olympic Ambulance,Bremerton,-122.62502,47.58086,2502 Cherry Pl
EMS (Emergency Medical Services),Bremerton Ambulance,Bremerton,-122.62502,47.58086,2502 Cherry Pl
EMS (Emergency Medical Services),Kittitas County FD #1,Thorp,-120.67399,47.06927,10700 N Thorp Hwy
EMS (Emergency Medical Services),Kittitas Valley Fire and Rescue,Ellensburg,-120.64521,46.98118,5640 Cove Rd
EMS (Emergency Medical Services),Kittitas Valley Fire and Rescue,Ellensburg,-120.54671,46.99206,102 N. Pearl St
EMS (Emergency Medical Services),Kittitas Valley Fire and Rescue,Ellensburg,-120.51413,46.99882,2020 Vantage Hwy
EMS (Emergency Medical Services),Kittitas County FD #3,Easton,-121.176485,47.233857,180 Cabin Creek Rd
EMS (Emergency Medical Services),Vantage Fire Department,Vantage,-119.989621,46.945701,US 10 and Joyce St
EMS (Emergency Medical Services),Kittitas County FD #6,Ronald,-121.07355,47.27332,14100 Salomon La Sac Rd
EMS (Emergency Medical Services),Kittitas County FD #6,Ronald,-121.02361,47.23387,70 Atlantic Ave
EMS (Emergency Medical Services),Kittitas County Fire and Rescue 7,Cle Elum,-121.094522,47.289193,16660 Salmon La Sac Rd
EMS (Emergency Medical Services),Kittitas County Fire and Rescue 7,Cle Elum,-121.05125,47.19566,21 Chepoda Rd
EMS (Emergency Medical Services),Kittitas County Fire and Rescue 7,Cle Elum,-120.98408,47.20518,31 Firehouse Rd
